C,'yet',9.160800231134036e-05
W,'yet',4.977600796416127e-05
V,'yet',7.497769413599454e-06
A,'yet',1.4272257585704907e-05
R,'yet',0.0012966055711758945
D,'yesterday',1.0160846195271142e-05
N,'yesterday',0.009772873826753601
P,'yesterday',2.125714771591948e-05
M,'yesterday',4.753077617757498e-05
O,'yesterday',5.943430429175111e-06
W,'yesterday',4.977600796416127e-05
V,'yesterday',7.497769413599454e-06
C,'yesterday',7.046769408564643e-06
A,'yesterday',1.4272257585704907e-05
R,'yesterday',0.00017195672422440353
D,'yes',1.0160846195271142e-05
N,'yes',3.531796766286881e-06
P,'yes',2.125714771591948e-05
M,'yes',4.753077617757498e-05
O,'yes',5.943430429175111e-05
R,'yes',1.4329727018700294e-05
W,'yes',4.977600796416127e-05
V,'yes',7.497769413599454e-06
C,'yes',7.046769408564643e-06
A,'yes',1.4272257585704907e-05
D,'yen',1.0160846195271142e-05
N,'yen',0.0013279555841238671
P,'yen',2.125714771591948e-05
M,'yen',4.753077617757498e-05
O,'yen',5.943430429175111e-06
R,'yen',1.4329727018700294e-05
W,'yen',4.977600796416127e-05
V,'yen',7.497769413599454e-06
C,'yen',7.046769408564643e-06
A,'yen',1.4272257585704907e-05
D,'yellow',1.0160846195271142e-05
N,'yellow',3.531796766286881e-06
P,'yellow',2.125714771591948e-05
M,'yellow',4.753077617757498e-05
O,'yellow',5.943430429175111e-06
R,'yellow',1.4329727018700294e-05
W,'yellow',4.977600796416127e-05
V,'yellow',7.497769413599454e-06
C,'yellow',7.046769408564643e-06
A,'yellow',0.00011417806068563926
D,'yeast',1.0160846195271142e-05
N,'yeast',3.178617089658193e-05
P,'yeast',2.125714771591948e-05
M,'yeast',4.753077617757498e-05
O,'yeast',5.943430429175111e-06
R,'yeast',1.4329727018700294e-05
W,'yeast',4.977600796416127e-05
V,'yeast',7.497769413599454e-06
C,'yeast',7.046769408564643e-06
A,'yeast',1.4272257585704907e-05
D,'years',1.0160846195271142e-05
N,'years',0.004312323851636281
P,'years',2.125714771591948e-05
M,'years',4.753077617757498e-05
O,'years',5.943430429175111e-06
R,'years',1.4329727018700294e-05
W,'years',4.977600796416127e-05
V,'years',7.497769413599454e-06
C,'years',7.046769408564643e-06
A,'years',1.4272257585704907e-05
D,'yearly',1.0160846195271142e-05
N,'yearly',3.531796766286881e-06
P,'yearly',2.125714771591948e-05
M,'yearly',4.753077617757498e-05
O,'yearly',5.943430429175111e-06
R,'yearly',1.4329727018700294e-05
W,'yearly',4.977600796416127e-05
V,'yearly',7.497769413599454e-06
C,'yearly',7.046769408564643e-06
A,'yearly',0.00011417806068563926
D,'year-end',1.0160846195271142e-05
N,'year-end',4.591335796172945e-05
P,'year-end',2.125714771591948e-05
M,'year-end',4.753077617757498e-05
O,'year-end',5.943430429175111e-06
R,'year-end',1.4329727018700294e-05
W,'year-end',4.977600796416127e-05
V,'year-end',7.497769413599454e-06
C,'year-end',7.046769408564643e-06
A,'year-end',1.4272257585704907e-05
D,'year-earlier',1.0160846195271142e-05
N,'year-earlier',3.531796766286881e-06
P,'year-earlier',2.125714771591948e-05
M,'year-earlier',4.753077617757498e-05
O,'year-earlier',5.943430429175111e-06
R,'year-earlier',1.4329727018700294e-05
W,'year-earlier',4.977600796416127e-05
V,'year-earlier',7.497769413599454e-06
C,'year-earlier',7.046769408564643e-06
A,'year-earlier',0.002040932834755802
D,'year-ago',1.0160846195271142e-05
N,'year-ago',3.531796766286881e-06
P,'year-ago',2.125714771591948e-05
M,'year-ago',4.753077617757498e-05
O,'year-ago',5.943430429175111e-06
R,'year-ago',1.4329727018700294e-05
W,'year-ago',4.977600796416127e-05
V,'year-ago',7.497769413599454e-06
C,'year-ago',7.046769408564643e-06
A,'year-ago',0.0010418748037564582
D,'year',1.0160846195271142e-05
N,'year',0.00840214450699649
P,'year',2.125714771591948e-05
M,'year',4.753077617757498e-05
O,'year',5.943430429175111e-06
R,'year',1.4329727018700294e-05
W,'year',4.977600796416127e-05
V,'year',7.497769413599454e-06
C,'year',7.046769408564643e-06
A,'year',1.4272257585704907e-05
D,'yards',1.0160846195271142e-05
N,'yards',2.8254374130295047e-05
P,'yards',2.125714771591948e-05
M,'yards',4.753077617757498e-05
O,'yards',5.943430429175111e-06
R,'yards',1.4329727018700294e-05
W,'yards',4.977600796416127e-05
V,'yards',7.497769413599454e-06
C,'yards',7.046769408564643e-06
A,'yards',1.4272257585704907e-05
D,'yard',1.0160846195271142e-05
N,'yard',3.531796766286881e-05
P,'yard',2.125714771591948e-05
M,'yard',4.753077617757498e-05
O,'yard',5.943430429175111e-06
R,'yard',1.4329727018700294e-05
W,'yard',4.977600796416127e-05
V,'yard',7.497769413599454e-06
C,'yard',7.046769408564643e-06
A,'yard',1.4272257585704907e-05
D,'wrote',1.0160846195271142e-05
N,'wrote',3.531796766286881e-06
P,'wrote',2.125714771591948e-05
M,'wrote',4.753077617757498e-05
O,'wrote',5.943430429175111e-06
R,'wrote',1.4329727018700294e-05
W,'wrote',4.977600796416127e-05
V,'wrote',0.0005023505507111635
C,'wrote',7.046769408564643e-06
A,'wrote',1.4272257585704907e-05
D,'wrongdoing',1.0160846195271142e-05
N,'wrongdoing',4.591335796172945e-05
P,'wrongdoing',2.125714771591948e-05
M,'wrongdoing',4.753077617757498e-05
O,'wrongdoing',5.943430429175111e-06
R,'wrongdoing',1.4329727018700294e-05
W,'wrongdoing',4.977600796416127e-05
V,'wrongdoing',7.497769413599454e-06
C,'wrongdoing',7.046769408564643e-06
A,'wrongdoing',1.4272257585704907e-05
D,'wrong',1.0160846195271142e-05
N,'wrong',3.531796766286881e-06
P,'wrong',2.125714771591948e-05
M,'wrong',4.753077617757498e-05
O,'wrong',5.943430429175111e-06
R,'wrong',1.4329727018700294e-05
W,'wrong',4.977600796416127e-05
V,'wrong',7.497769413599454e-06
C,'wrong',7.046769408564643e-06
A,'wrong',0.0006850683641138355
D,'written',1.0160846195271142e-05
N,'written',3.531796766286881e-06
P,'written',2.125714771591948e-05
M,'written',4.753077617757498e-05
O,'written',5.943430429175111e-06
R,'written',1.4329727018700294e-05
W,'written',4.977600796416127e-05
V,'written',0.000613707076185311
C,'written',7.046769408564643e-06
A,'written',9.990580309993435e-05
D,'writing',1.0160846195271142e-05
V,'writing',0.0001499553882719891
P,'writing',2.125714771591948e-05
M,'writing',4.753077617757498e-05
O,'writing',5.943430429175111e-06
R,'writing',1.4329727018700294e-05
W,'writing',4.977600796416127e-05
C,'writing',7.046769408564643e-06
A,'writing',1.4272257585704907e-05
N,'writing',5.998215530879563e-05
D,'writes',1.0160846195271142e-05
N,'writes',3.531796766286881e-06
P,'writes',2.125714771591948e-05
M,'writes',4.753077617757498e-05
O,'writes',5.943430429175111e-06
R,'writes',1.4329727018700294e-05
W,'writes',4.977600796416127e-05
V,'writes',0.00013495984944479018
C,'writes',7.046769408564643e-06
A,'writes',1.4272257585704907e-05
D,'writers',1.0160846195271142e-05
N,'writers',4.591335796172945e-05
P,'writers',2.125714771591948e-05
M,'writers',4.753077617757498e-05
O,'writers',5.943430429175111e-06
R,'writers',1.4329727018700294e-05
W,'writers',4.977600796416127e-05
V,'writers',7.497769413599454e-06
C,'writers',7.046769408564643e-06
A,'writers',1.4272257585704907e-05
D,'writer',1.0160846195271142e-05
N,'writer',0.00010595390298860642
P,'writer',2.125714771591948e-05
M,'writer',4.753077617757498e-05
O,'writer',5.943430429175111e-06
R,'writer',1.4329727018700294e-05
W,'writer',4.977600796416127e-05
V,'writer',7.497769413599454e-06
C,'writer',7.046769408564643e-06
A,'writer',1.4272257585704907e-05
D,'write-offs',1.0160846195271142e-05
N,'write-offs',3.178617089658193e-05
P,'write-offs',2.125714771591948e-05
M,'write-offs',4.753077617757498e-05
O,'write-offs',5.943430429175111e-06
R,'write-offs',1.4329727018700294e-05
W,'write-offs',4.977600796416127e-05
V,'write-offs',7.497769413599454e-06
C,'write-offs',7.046769408564643e-06
A,'write-offs',1.4272257585704907e-05
D,'write-off',1.0160846195271142e-05
N,'write-off',3.884976442915569e-05
P,'write-off',2.125714771591948e-05
M,'write-off',4.753077617757498e-05
O,'write-off',5.943430429175111e-06
R,'write-off',1.4329727018700294e-05
W,'write-off',4.977600796416127e-05
V,'write-off',7.497769413599454e-06
C,'write-off',7.046769408564643e-06
A,'write-off',1.4272257585704907e-05
D,'write-downs',1.0160846195271142e-05
N,'write-downs',6.357234179316386e-05
P,'write-downs',2.125714771591948e-05
M,'write-downs',4.753077617757498e-05
O,'write-downs',5.943430429175111e-06
R,'write-downs',1.4329727018700294e-05
W,'write-downs',4.977600796416127e-05
V,'write-downs',7.497769413599454e-06
C,'write-downs',7.046769408564643e-06
A,'write-downs',1.4272257585704907e-05
D,'write-down',1.0160846195271142e-05
N,'write-down',4.238156119544257e-05
P,'write-down',2.125714771591948e-05
M,'write-down',4.753077617757498e-05
O,'write-down',5.943430429175111e-06
R,'write-down',1.4329727018700294e-05
W,'write-down',4.977600796416127e-05
V,'write-down',7.497769413599454e-06
C,'write-down',7.046769408564643e-06
A,'write-down',1.4272257585704907e-05
D,'write',1.0160846195271142e-05
N,'write',3.531796766286881e-06
P,'write',2.125714771591948e-05
M,'write',4.753077617757498e-05
O,'write',5.943430429175111e-06
R,'write',1.4329727018700294e-05
W,'write',4.977600796416127e-05
V,'write',0.0003224040847847765
C,'write',7.046769408564643e-06
A,'write',1.4272257585704907e-05
D,'wrapped',1.0160846195271142e-05
N,'wrapped',3.531796766286881e-06
P,'wrapped',2.125714771591948e-05
M,'wrapped',4.753077617757498e-05
O,'wrapped',5.943430429175111e-06
R,'wrapped',1.4329727018700294e-05
W,'wrapped',4.977600796416127e-05
V,'wrapped',5.2484385895196177e-05
C,'wrapped',7.046769408564643e-06
A,'wrapped',1.4272257585704907e-05
D,'would-be',1.0160846195271142e-05
N,'would-be',3.531796766286881e-06
P,'would-be',2.125714771591948e-05
M,'would-be',4.753077617757498e-05
O,'would-be',5.943430429175111e-06
R,'would-be',1.4329727018700294e-05
W,'would-be',4.977600796416127e-05
V,'would-be',7.497769413599454e-06
C,'would-be',7.046769408564643e-06
A,'would-be',0.00017126709102845887
D,'would',1.0160846195271142e-05
N,'would',3.531796766286881e-06
P,'would',2.125714771591948e-05
M,'would',0.11317077807880603
O,'would',5.943430429175111e-06
R,'would',1.4329727018700294e-05
W,'would',4.977600796416127e-05
V,'would',7.497769413599454e-06
C,'would',7.046769408564643e-06
A,'would',1.4272257585704907e-05
D,'worth',1.0160846195271142e-05
N,'worth',0.0004852567579139668
P,'worth',2.125714771591948e-05
M,'worth',4.753077617757498e-05
O,'worth',5.943430429175111e-06
R,'worth',1.4329727018700294e-05
W,'worth',4.977600796416127e-05
V,'worth',7.497769413599454e-06
A,'worth',0.0007992464247994748
C,'worth',0.00012845031827134415
D,'worst',1.0160846195271142e-05
N,'worst',3.531796766286881e-06
P,'worst',2.125714771591948e-05
M,'worst',4.753077617757498e-05
O,'worst',5.943430429175111e-06
R,'worst',1.4329727018700294e-05
W,'worst',4.977600796416127e-05
V,'worst',7.497769413599454e-06
C,'worst',7.046769408564643e-06
A,'worst',0.0005708903034281963
D,'worsening',1.0160846195271142e-05
N,'worsening',3.531796766286881e-06
P,'worsening',2.125714771591948e-05
M,'worsening',4.753077617757498e-05
O,'worsening',5.943430429175111e-06
R,'worsening',1.4329727018700294e-05
W,'worsening',4.977600796416127e-05
V,'worsening',5.2484385895196177e-05
C,'worsening',7.046769408564643e-06
A,'worsening',1.4272257585704907e-05
D,'worsen',1.0160846195271142e-05
N,'worsen',3.531796766286881e-06
P,'worsen',2.125714771591948e-05
M,'worsen',4.753077617757498e-05
O,'worsen',5.943430429175111e-06
R,'worsen',1.4329727018700294e-05
W,'worsen',4.977600796416127e-05
V,'worsen',5.998215530879563e-05
C,'worsen',7.046769408564643e-06
A,'worsen',1.4272257585704907e-05
D,'worse',1.0160846195271142e-05
N,'worse',3.531796766286881e-06
P,'worse',2.125714771591948e-05
M,'worse',4.753077617757498e-05
O,'worse',5.943430429175111e-06
R,'worse',1.4329727018700294e-05
W,'worse',4.977600796416127e-05
V,'worse',7.497769413599454e-06
C,'worse',7.046769408564643e-06
A,'worse',0.0005566180458424914
D,'worry',1.0160846195271142e-05
V,'worry',0.0003224040847847765
P,'worry',2.125714771591948e-05
M,'worry',4.753077617757498e-05
O,'worry',5.943430429175111e-06
R,'worry',1.4329727018700294e-05
W,'worry',4.977600796416127e-05
C,'worry',7.046769408564643e-06
A,'worry',1.4272257585704907e-05
N,'worry',5.998215530879563e-05
D,'worries',1.0160846195271142e-05
V,'worries',5.2484385895196177e-05
P,'worries',2.125714771591948e-05
M,'worries',4.753077617757498e-05
O,'worries',5.943430429175111e-06
R,'worries',1.4329727018700294e-05
W,'worries',4.977600796416127e-05
C,'worries',7.046769408564643e-06
A,'worries',1.4272257585704907e-05
N,'worries',0.00011996431061759126
D,'worried',1.0160846195271142e-05
N,'worried',3.531796766286881e-06
P,'worried',2.125714771591948e-05
M,'worried',4.753077617757498e-05
O,'worried',5.943430429175111e-06
R,'worried',1.4329727018700294e-05
W,'worried',4.977600796416127e-05
V,'worried',0.0004138954699854423
C,'worried',7.046769408564643e-06
A,'worried',0.0002283561213712785
D,'worm',1.0160846195271142e-05
N,'worm',4.591335796172945e-05
P,'worm',2.125714771591948e-05
M,'worm',4.753077617757498e-05
O,'worm',5.943430429175111e-06
R,'worm',1.4329727018700294e-05
W,'worm',4.977600796416127e-05
V,'worm',7.497769413599454e-06
C,'worm',7.046769408564643e-06
A,'worm',1.4272257585704907e-05
D,'world-wide',1.0160846195271142e-05
N,'world-wide',3.531796766286881e-06
P,'world-wide',2.125714771591948e-05
M,'world-wide',4.753077617757498e-05
O,'world-wide',5.943430429175111e-06
A,'world-wide',0.0008135186823851797
W,'world-wide',4.977600796416127e-05
V,'world-wide',7.497769413599454e-06
C,'world-wide',7.046769408564643e-06
R,'world-wide',0.00015699483344275397
D,'world',1.0160846195271142e-05
N,'world',0.0010736662169512118
P,'world',2.125714771591948e-05
M,'world',4.753077617757498e-05
O,'world',5.943430429175111e-06
R,'world',1.4329727018700294e-05
W,'world',4.977600796416127e-05
V,'world',7.497769413599454e-06
C,'world',7.046769408564643e-06
A,'world',1.4272257585704907e-05
D,'workstations',1.0160846195271142e-05
N,'workstations',4.9445154728016334e-05
P,'workstations',2.125714771591948e-05
M,'workstations',4.753077617757498e-05
O,'workstations',5.943430429175111e-06
R,'workstations',1.4329727018700294e-05
W,'workstations',4.977600796416127e-05
V,'workstations',7.497769413599454e-06
C,'workstations',7.046769408564643e-06
A,'workstations',1.4272257585704907e-05
D,'workstation',1.0160846195271142e-05
N,'workstation',2.8254374130295047e-05
P,'workstation',2.125714771591948e-05
M,'workstation',4.753077617757498e-05
O,'workstation',5.943430429175111e-06
R,'workstation',1.4329727018700294e-05
W,'workstation',4.977600796416127e-05
V,'workstation',7.497769413599454e-06
C,'workstation',7.046769408564643e-06
A,'workstation',1.4272257585704907e-05
D,'works',1.0160846195271142e-05
N,'works',0.00023243085182158307
P,'works',2.125714771591948e-05
M,'works',4.753077617757498e-05
O,'works',5.943430429175111e-06
R,'works',1.4329727018700294e-05
W,'works',4.977600796416127e-05
C,'works',7.046769408564643e-06
A,'works',1.4272257585704907e-05
V,'works',0.0003598929318527738
D,'workout',1.0160846195271142e-05
N,'workout',2.8254374130295047e-05
P,'workout',2.125714771591948e-05
M,'workout',4.753077617757498e-05
O,'workout',5.943430429175111e-06
R,'workout',1.4329727018700294e-05
W,'workout',4.977600796416127e-05
V,'workout',7.497769413599454e-06
C,'workout',7.046769408564643e-06
A,'workout',1.4272257585704907e-05
D,'workings',1.0160846195271142e-05
N,'workings',2.4722577364008167e-05
P,'workings',2.125714771591948e-05
M,'workings',4.753077617757498e-05
O,'workings',5.943430429175111e-06
R,'workings',1.4329727018700294e-05
W,'workings',4.977600796416127e-05
V,'workings',7.497769413599454e-06
C,'workings',7.046769408564643e-06
A,'workings',1.4272257585704907e-05
D,'working',1.0160846195271142e-05
V,'working',0.0017412154254559987
P,'working',2.125714771591948e-05
M,'working',4.753077617757498e-05
O,'working',5.943430429175111e-06
R,'working',1.4329727018700294e-05
W,'working',4.977600796416127e-05
C,'working',7.046769408564643e-06
A,'working',0.00014272257585704908
N,'working',0.00014272257585704908
D,'workers',1.0160846195271142e-05
N,'workers',0.0007204865403225237
P,'workers',2.125714771591948e-05
M,'workers',4.753077617757498e-05
O,'workers',5.943430429175111e-06
R,'workers',1.4329727018700294e-05
W,'workers',4.977600796416127e-05
V,'workers',7.497769413599454e-06
C,'workers',7.046769408564643e-06
A,'workers',1.4272257585704907e-05
D,'worker',1.0160846195271142e-05
N,'worker',0.00012714468358632772
P,'worker',2.125714771591948e-05
M,'worker',4.753077617757498e-05
O,'worker',5.943430429175111e-06
R,'worker',1.4329727018700294e-05
W,'worker',4.977600796416127e-05
V,'worker',7.497769413599454e-06
C,'worker',7.046769408564643e-06
A,'worker',1.4272257585704907e-05
D,'worked',1.0160846195271142e-05
N,'worked',3.531796766286881e-06
P,'worked',2.125714771591948e-05
M,'worked',4.753077617757498e-05
O,'worked',5.943430429175111e-06
R,'worked',1.4329727018700294e-05
W,'worked',4.977600796416127e-05
V,'worked',0.0005548349366063596
C,'worked',7.046769408564643e-06
A,'worked',1.4272257585704907e-05
D,'work',1.0160846195271142e-05
N,'work',0.0020693843581534492
P,'work',2.125714771591948e-05
M,'work',4.753077617757498e-05
O,'work',5.943430429175111e-06
R,'work',1.4329727018700294e-05
W,'work',4.977600796416127e-05
C,'work',7.046769408564643e-06
A,'work',1.4272257585704907e-05
V,'work',0.0010871765649719208
D,'wore',1.0160846195271142e-05
N,'wore',3.531796766286881e-06
P,'wore',2.125714771591948e-05
M,'wore',4.753077617757498e-05
O,'wore',5.943430429175111e-06
R,'wore',1.4329727018700294e-05
W,'wore',4.977600796416127e-05
V,'wore',6.747992472239509e-05
C,'wore',7.046769408564643e-06
A,'wore',1.4272257585704907e-05
D,'words',1.0160846195271142e-05
N,'words',0.00021190780597721284
P,'words',2.125714771591948e-05
M,'words',4.753077617757498e-05
O,'words',5.943430429175111e-06
R,'words',1.4329727018700294e-05
W,'words',4.977600796416127e-05
V,'words',7.497769413599454e-06
C,'words',7.046769408564643e-06
A,'words',1.4272257585704907e-05
D,'word',1.0160846195271142e-05
N,'word',0.00016952624478177027
P,'word',2.125714771591948e-05
M,'word',4.753077617757498e-05
O,'word',5.943430429175111e-06
R,'word',1.4329727018700294e-05
W,'word',4.977600796416127e-05
V,'word',7.497769413599454e-06
C,'word',7.046769408564643e-06
A,'word',1.4272257585704907e-05
D,'wood',1.0160846195271142e-05
N,'wood',6.710413855945074e-05
P,'wood',2.125714771591948e-05
M,'wood',4.753077617757498e-05
O,'wood',5.943430429175111e-06
R,'wood',1.4329727018700294e-05
W,'wood',4.977600796416127e-05
V,'wood',7.497769413599454e-06
C,'wood',7.046769408564643e-06
A,'wood',1.4272257585704907e-05
D,'woo',1.0160846195271142e-05
N,'woo',3.531796766286881e-06
P,'woo',2.125714771591948e-05
M,'woo',4.753077617757498e-05
O,'woo',5.943430429175111e-06
R,'woo',1.4329727018700294e-05
W,'woo',4.977600796416127e-05
V,'woo',5.998215530879563e-05
C,'woo',7.046769408564643e-06
A,'woo',1.4272257585704907e-05
D,'wondering',1.0160846195271142e-05
N,'wondering',3.531796766286881e-06
P,'wondering',2.125714771591948e-05
M,'wondering',4.753077617757498e-05
O,'wondering',5.943430429175111e-06
R,'wondering',1.4329727018700294e-05
W,'wondering',4.977600796416127e-05
V,'wondering',8.997323296319346e-05
C,'wondering',7.046769408564643e-06
A,'wondering',1.4272257585704907e-05
D,'wonderful',1.0160846195271142e-05
N,'wonderful',3.531796766286881e-06
P,'wonderful',2.125714771591948e-05
M,'wonderful',4.753077617757498e-05
O,'wonderful',5.943430429175111e-06
R,'wonderful',1.4329727018700294e-05
W,'wonderful',4.977600796416127e-05
V,'wonderful',7.497769413599454e-06
C,'wonderful',7.046769408564643e-06
A,'wonderful',0.00011417806068563926
D,'wonder',1.0160846195271142e-05
N,'wonder',8.2475463549594e-05
P,'wonder',2.125714771591948e-05
M,'wonder',4.753077617757498e-05
O,'wonder',5.943430429175111e-06
R,'wonder',1.4329727018700294e-05
W,'wonder',4.977600796416127e-05
C,'wonder',7.046769408564643e-06
A,'wonder',1.4272257585704907e-05
V,'wonder',0.0001799464659263869
D,'won',1.0160846195271142e-05
N,'won',3.531796766286881e-06
P,'won',2.125714771591948e-05
M,'won',4.753077617757498e-05
O,'won',5.943430429175111e-06
R,'won',1.4329727018700294e-05
W,'won',4.977600796416127e-05
V,'won',0.0006747992472239509
C,'won',7.046769408564643e-06
A,'won',1.4272257585704907e-05
D,'women',1.0160846195271142e-05
N,'women',0.0003496478798624012
P,'women',2.125714771591948e-05
M,'women',4.753077617757498e-05
O,'women',5.943430429175111e-06
R,'women',1.4329727018700294e-05
W,'women',4.977600796416127e-05
V,'women',7.497769413599454e-06
C,'women',7.046769408564643e-06
A,'women',1.4272257585704907e-05
D,'woman',1.0160846195271142e-05
N,'woman',0.0002754801477703767
P,'woman',2.125714771591948e-05
M,'woman',4.753077617757498e-05
O,'woman',5.943430429175111e-06
R,'woman',1.4329727018700294e-05
W,'woman',4.977600796416127e-05
V,'woman',7.497769413599454e-06
C,'woman',7.046769408564643e-06
A,'woman',1.4272257585704907e-05
D,'woes',1.0160846195271142e-05
N,'woes',3.531796766286881e-05
P,'woes',2.125714771591948e-05
M,'woes',4.753077617757498e-05
O,'woes',5.943430429175111e-06
R,'woes',1.4329727018700294e-05
W,'woes',4.977600796416127e-05
V,'woes',7.497769413599454e-06
C,'woes',7.046769408564643e-06
A,'woes',1.4272257585704907e-05
D,'wo',1.0160846195271142e-05
N,'wo',3.531796766286881e-06
P,'wo',2.125714771591948e-05
M,'wo',0.012358001806169494
O,'wo',5.943430429175111e-06
R,'wo',1.4329727018700294e-05
W,'wo',4.977600796416127e-05
